,x,y,z,joint1,joint2,joint3,joint4,joint5,joint6,gripper
180,-54.26729791850803,231.631753972548,196.63775754757637,113.019535,53.398922,44.564944,13.436261,-96.025091,-3.328885,1.0
181,-56.98867336470744,229.7989229666867,192.58680835787183,113.019535,53.398922,44.564944,13.436261,-96.025091,-3.328885,1.0
182,-59.29240046830742,227.79618241196673,187.64658347431202,113.019535,53.398922,44.564944,13.436261,-96.025091,-3.328885,1.0
183,-61.15637747255269,225.8294246576875,182.0835230671025,113.019535,53.398922,44.564944,13.480207,-96.025091,-3.328885,1.0
184,-62.8716164563248,224.6370854013901,176.43041476649447,113.019535,53.398922,44.564944,13.546155,-96.025091,-3.328885,1.0
185,-64.84605726865813,225.12544810861087,171.2926230106526,113.019535,53.398922,44.564829,13.831774,-96.025091,-3.328885,1.0
186,-67.27663815109314,227.66877960907132,166.9590437297586,113.019535,53.398922,44.5646,13.853776,-96.020507,-3.328885,1.0
187,-70.05152223934606,231.89235355226234,163.2812242599349,113.019535,53.398922,44.5646,13.853776,-96.020507,-3.328885,1.0
188,-72.92902803091039,237.13315408477348,159.96125362556597,113.019535,53.398922,44.564485,13.853776,-96.020507,-3.328885,1.0
189,-75.47925265011911,242.350431297311,156.5397922603691,113.019535,53.398922,44.564485,13.864719,-96.020507,-3.328885,1.0
190,-77.2572008339736,246.43608001674104,152.53225886252275,113.019535,53.398922,44.564485,13.974613,-96.020507,-3.328885,1.0
191,-78.22708566221607,248.88141623389643,147.72222954845904,113.019535,53.398922,44.564371,13.974613,-96.020507,-3.328885,1.0
192,-78.85896620884962,249.9545811812359,142.2475387570937,113.019535,53.398922,44.564371,14.084449,-96.020507,-3.328885,1.0
193,-79.55799543901861,250.03052279687108,136.35018998485012,113.019535,53.398922,44.564371,14.128394,-96.020507,-3.328885,1.0
194,-80.17561962431405,249.2817900812132,130.35316250014702,113.019535,53.398922,44.564371,14.139395,-96.020507,-3.328885,1.0
195,-80.34128557825467,247.80189054119037,124.6038368913126,113.019535,53.398922,44.564371,14.139395,-96.020507,-3.328885,1.0
196,-79.93960595196683,245.83061526887923,119.3959435793548,113.019535,53.398922,44.564371,14.139395,-96.020507,-3.328885,1.0
197,-79.21538469776891,243.7967908563828,114.94668564076942,113.019535,53.398922,44.564371,14.150396,-96.015924,-3.328885,1.0
198,-78.46025648988034,242.0926393058908,111.42773598622811,113.019535,53.398922,44.564256,14.161397,-96.015924,-3.328885,1.0
199,-77.8648372945993,240.86650167957666,108.91847311810541,113.019535,53.398922,44.564256,14.161397,-96.015924,-3.328885,1.0
200,-77.55675979017926,240.1361505935802,107.42575455715496,113.019535,53.398922,44.564256,14.161397,-96.015924,-3.328885,1.0
201,-77.5953261506297,239.83082843281545,106.78250142277327,,,,,,,
202,-77.96818240416384,239.8051221283959,106.63195971982502,,,,,,,
203,-78.65882394740792,239.97715139626206,106.66818997504507,,,,,,,
204,-79.68306990947144,240.50498245746684,106.86482936154938,,,,,,,
205,-81.0507147830643,241.6221426961149,107.31562175521464,,,,,,,
206,-82.651122577939,243.3700964997788,108.06461274652513,,,,,,,
207,-84.23418218591472,245.5337119050472,109.06306360613989,,,,,,,
208,-85.56361773983723,247.7796397817717,110.16752142976536,,,,,,,
209,-86.5352889546109,249.59072332634142,111.01543510213826,,,,,,,
210,-87.11483589897777,250.44674379540663,111.21248253012384,,,,,,,
211,-87.32046934469962,250.25009186905112,110.72425261548103,,,,,,,
212,-87.22265052366744,249.39991784929796,109.93415807294296,,,,,,,
213,-86.91454227386406,248.3363265766657,109.18660491251269,,,,,,,
214,-86.52332013139528,247.3089318971379,108.452688754251,,,,,,,
215,-86.18080228473558,246.46504956728955,107.57482419512067,,,,,,,
216,-85.96527308134839,245.8755104353712,106.60929768912123,,,,,,,
217,-85.88763497830061,245.53669760859768,105.86728058281409,,,,,,,
218,-85.91838127378111,245.41343563874034,105.58592696593927,,,,,,,
219,-85.95277235154965,245.4241365758767,105.63322861630705,,,,,,,
220,-85.87132686569123,245.47593023350768,105.74029445053998,,,,,,,
221,-85.64679015298076,245.51913048924408,105.77013623603754,,,,,,,
222,-85.359016325157,245.55498533128053,105.75813933915919,,,,,,,
223,-85.09906378455689,245.5904668498439,105.7577144798654,,,,,,,
224,-84.9256818512675,245.61897413668837,105.7716144247294,,,,,,,
225,-84.87273347283751,245.62973544923278,105.78148909009086,,,,,,,
226,-84.9187325991785,245.6230189396111,105.7793586099572,,,,,,,
227,-84.98725989064505,245.61162197969958,105.77178977859079,,,,,,,
228,-85.01508585416435,245.60652203327314,105.76387760665129,,,,,,,
229,-85.0074592278309,245.6064008088882,105.74838992369318,,,,,,,
230,-84.99536265687681,245.6054819447908,105.71572464840546,,,,,,,
231,-84.9930546758481,245.60199727406584,105.67164068548401,,,,,,,
232,-84.99348362687897,245.59900789820884,105.63797156337742,,,,,,,
233,-84.99476733215903,245.59825712782168,105.63054071549152,,,,,,,
234,-85.02078133744797,245.5952204951426,105.63966234920147,,,,,,,
235,-85.09980268581701,245.58390875838555,105.64707076237451,,,,,,,
236,-85.22686469196553,245.56431648459835,105.64479305667808,,,,,,,
237,-85.36216749145258,245.54285394833695,105.6372113266115,,,,,,,
238,-85.47295186084295,245.52496922298886,105.62984020924614,,,,,,,
239,-85.56425409613429,245.51004891881217,105.62451492438213,,,,,,,
240,-85.65217961662601,245.49568802867302,105.62144835332299,,,,,,,
241,-85.73011769005834,245.48307553956082,105.62060785269041,,,,,,,
242,-85.7678798503765,245.4771250036018,105.62191794181446,,,,,,,
243,-85.74694729669135,245.4808206727446,105.62508923831533,,,,,,,
244,-85.69224512613837,245.49005652093587,105.62928849359979,,,,,,,
245,-85.64183474506437,245.49859193504253,105.63358865337791,,,,,,,
246,-85.61234195368564,245.503727869911,105.6376846994649,,,,,,,
247,-85.59604566764511,245.50677666686914,105.64191736917111,,,,,,,
248,-85.58108544415384,245.5096927394575,105.64661556973337,,,,,,,
249,-85.55755071616957,245.5140061228207,105.65173766210052,,,,,,,
250,-85.51898653982184,245.5206583290993,105.65703996641274,,,,,,,
251,-85.47187228478444,245.52856606259527,105.66200121526487,,,,,,,
252,-85.43457617541972,245.5347957145875,105.66588250862677,,,,,,,
253,-85.4216038503458,245.53704661654666,105.66816258992849,,,,,,,
254,-85.43150616583166,245.53558289738803,105.66899254429997,,,,,,,
255,-85.45693509905345,245.5316119499913,105.66877249913307,,,,,,,
256,-85.49178998080015,245.52611724888055,105.66786275577796,,,,,,,
257,-85.53268335095598,245.51961839379354,105.66650501427613,,,,,,,
258,-85.58086456219662,245.511851621115,105.66462908129093,,,,,,,
259,-85.64753354529779,245.50087566066003,105.66146240741196,,,,,,,
260,-85.74264388055592,245.48497090662516,105.65628991481445,,,,,,,
261,-85.8512567564133,245.46667233224792,105.65000279466075,,,,,,,
262,-85.93607538019245,245.45233737868566,105.6449488360698,,,,,,,
263,-85.96990335910452,245.44661275575677,105.64289866365023,,,,,,,
264,-85.96155123777262,245.44802780751462,105.64345559528556,,,,,,,
265,-85.93401938370269,245.45268413850474,105.6451409052339,,,,,,,
266,-85.91450553444346,245.45588660204874,105.6451028856052,,,,,,,
267,-85.93193913508392,245.45258029787655,105.63976870499356,,,,,,,
268,-86.0128775830842,245.43819143490936,105.62856153909478,,,,,,,
269,-86.17604107517964,245.4096668362437,105.61811677033661,,,,,,,
270,-86.42592983695965,245.36613031957927,105.61317448573202,,,,,,,
271,-86.71086893499933,245.31473965946338,105.59633699652544,,,,,,,
272,-86.9338727897484,245.26928840177325,105.53324582203255,,,,,,,
273,-87.03226380113458,245.23986613681294,105.4125802659617,,,,,,,
274,-87.0455006132304,245.22471091110074,105.28513382353935,,,,,,,
275,-87.03934052066369,245.21854833573346,105.21314146474563,,,,,,,
276,-87.02975163554443,245.21966354993262,105.20655946061292,,,,,,,
277,-86.98625243597755,245.22968089720095,105.2268660040047,,,,,,,
278,-86.89393383695631,245.24780629469225,105.23972632407457,,,,,,,
279,-86.79422716986235,245.26621342352468,105.24193413590073,,,,,,,
280,-86.73937426921498,245.27618542859074,105.24077609135314,,,,,,,
281,-86.73749396478534,245.2766584205661,105.24034149522028,,,,,,,
282,-86.75721408251223,245.27327636550885,105.24044208008661,,,,,,,
283,-86.77614818030489,245.26999509726875,105.2401372733985,,,,,,,
284,-86.80915228787889,245.26407339698133,105.23859089649704,,,,,,,
285,-86.8791368613163,245.25131346528607,105.23516399530806,,,,,,,
286,-86.98527751463472,245.2317361715963,105.22987020670799,,,,,,,
287,-87.10507448457274,245.20924913652865,105.22334190234336,,,,,,,
288,-87.21696893155669,245.18780491064567,105.2166892079063,,,,,,,
289,-87.31072514376727,245.16979201825006,105.21176970949936,,,,,,,
290,-87.3814786356466,245.1565952669443,105.20990175900906,,,,,,,
291,-87.43117288019856,245.1474486843741,105.20870808195187,,,,,,,
292,-87.46799449714923,245.13984885711767,105.2035405933894,,,,,,,
293,-87.50705221739386,245.13126404640317,105.19552100495052,,,,,,,
294,-87.57541187027498,245.1200889425745,105.19961977429746,,,,,,,
295,-87.69463570646735,245.10757556519357,105.23517776487867,,,,,,,
296,-87.84241909428319,245.10726478248486,105.32128382098726,,,,,,,
297,-87.96799578382885,245.15062121542277,105.49438180553638,,,,,,,
298,-88.07471239365029,245.32238648768586,105.91335738519584,,,,,,,
299,-88.29236522887219,245.81207135534305,106.98880435660398,,,,,,,
300,-88.75692581278157,246.79406240947458,109.11377038309053,,,,,,,
301,-89.44079914576182,248.21413917863904,112.21812436211528,,,,,,,
302,-90.18082033893887,249.82495643662935,115.82876230697308,,,,,,,
303,-90.81974242716397,251.34460814913953,119.33376274569322,,,,,,,
304,-91.26748222627242,252.49774659730664,121.9956465234843,,,,,,,
305,-91.47733330668993,253.0763781764904,123.21692737893174,,,,,,,
306,-91.49899026089074,253.16637558609995,123.21560880122087,,,,,,,
307,-91.4525750056488,253.0747968969193,122.82794313897337,,,,,,,
308,-91.43616842467858,253.0367480889542,122.68540638392774,,,,,,,
309,-91.47428705722575,253.05322005294786,122.75736411460507,,,,,,,
310,-91.56330961781488,253.059727033149,122.82863253460846,,,,,,,
311,-91.67935350952408,253.03597603523698,122.81181951684208,,,,,,,
312,-91.78700418046331,253.00378566091663,122.7431965765322,,,,,,,
313,-91.86165375803402,252.98280834920902,122.66890255509668,,,,,,,
314,-91.90530515890481,252.97290797719407,122.61024071882814,,,,,,,
315,-91.92757672104457,252.96822538628658,122.57714657990603,,,,,,,
316,-91.93482539318616,252.96580195527974,122.56601349904979,,,,,,,
317,-91.93078200879218,252.96541585226905,122.56419695571802,,,,,,,
318,-91.92411070421753,252.96587430662012,122.56161409221626,,,,,,,
319,-91.93415280790214,252.9631002187077,122.55660482324072,,,,,,,
320,-91.98053911849756,252.9527540545906,122.55009542669191,,,,,,,
321,-92.06962404878388,252.93330858155062,122.54282503285799,,,,,,,
322,-92.19750813803316,252.90541647771877,122.53507632361669,,,,,,,
323,-92.36029850070094,252.86964311365523,122.52683519902766,,,,,,,
324,-92.55670235048571,252.825855983283,122.51769602305346,,,,,,,
325,-92.77843563935387,252.77559501346394,122.50751543115425,,,,,,,
326,-92.98331763721711,252.7286059278284,122.49779405631772,,,,,,,
327,-93.10932052728691,252.6994920583106,122.49106131247382,,,,,,,
328,-93.12793316522476,252.69507975355222,122.48860732025432,,,,,,,
329,-93.08286975870062,252.70534989499222,122.4889457507884,,,,,,,
330,-93.0351292568101,252.71622756148565,122.48986040581316,,,,,,,
331,-93.02687441136364,252.71792950922162,122.48958258035674,,,,,,,
332,-93.08154761621888,252.70495792771672,122.4868799004326,,,,,,,
333,-93.20258095556609,252.6764304711049,122.48139095056506,,,,,,,
334,-93.36133826143345,252.63887498162242,122.4742423675353,,,,,,,
335,-93.52424836163495,252.59998573083396,122.46681461426033,,,,,,,
336,-93.67658130559698,252.56321206087887,122.45971522436831,,,,,,,
337,-93.8189149694597,252.5285154288955,122.45293463739522,,,,,,,
338,-93.9591140211024,252.49399439185044,122.44626804729964,,,,,,,
339,-94.11304848016839,252.4555686436794,122.43936686774192,,,,,,,
340,-94.29103485181258,252.41056365962314,122.43209160205727,,,,,,,
341,-94.47071612956437,252.36476701415123,122.42534072667554,,,,,,,
342,-94.61028589926747,252.3290135026673,122.42061584953397,,,,,,,
343,-94.68998047026818,252.3084745358391,122.41864222413793,,,,,,,
344,-94.73627451353659,252.29642586148302,122.41853623222472,,,,,,,
345,-94.78183557304678,252.2845458312858,122.41915599814118,,,,,,,
346,-94.83003516624824,252.27203277926503,122.4202016397026,,,,,,,
347,-94.86436188060881,252.2631836556039,122.42197063611079,,,,,,,
348,-94.87631749698552,252.26020065892777,122.42465048360306,,,,,,,
349,-94.87743215218138,252.2600793527735,122.4280549585201,,,,,,,
350,-94.87982496799776,252.25966270101878,122.43195508386448,,,,,,,
351,-94.87479142851521,252.26120807555594,122.43638314623703,,,,,,,
352,-94.84176522143632,252.27005663307068,122.44150302713773,,,,,,,
353,-94.77649349773425,252.2873053383552,122.44714235668988,,,,,,,
354,-94.70608968160082,252.30588851742502,122.45252533037518,,,,,,,
355,-94.65520793107301,252.3193567825975,122.45701723633509,,,,,,,
356,-94.60339031119366,252.3329040073623,122.4612280133633,,,,,,,
357,-94.5034845737786,252.35860080403089,122.46649957988872,,,,,,,
358,-94.33129917616571,252.402498194976,122.47355234442063,,,,,,,
359,-94.11053389643014,252.45814258966476,122.48179998067481,,,,,,,
360,-93.87634309394781,252.51621832903135,122.49028247802829,,,,,,,
361,-93.6568596136329,252.5697542012226,122.4979889341847,,,,,,,
362,-93.47237240000368,252.61411633313722,122.50399654194081,,,,,,,
363,-93.3290354079014,252.64811388066252,122.50795781141156,,,,,,,
364,-93.21060250073336,252.67587436741476,122.51049877549985,,,,,,,
365,-93.09352671551909,252.703121143615,122.51253710800748,,,,,,,
366,-92.94946010820897,252.736185611556,122.51509937835846,,,,,,,
367,-92.75189922073105,252.78070048203185,122.51913869661821,,,,,,,
368,-92.5020621256461,252.83618681852886,122.52484479085815,,,,,,,
369,-92.2464942937653,252.8922620782388,122.53113759034215,,,,,,,
370,-92.03454377669487,252.93802676562575,122.53663840299801,,,,,,,
371,-91.87951935009518,252.9708207788577,122.54013018341054,,,,,,,
372,-91.77034024293539,252.99349984617345,122.54069084743739,,,,,,,
373,-91.68873823766495,253.01024614420504,122.53845650842906,,,,,,,
374,-91.61160414699906,253.02585778035757,122.53519525574013,,,,,,,
375,-91.51948140024716,253.04432638861107,122.5327105400308,,,,,,,
376,-91.41124714797715,253.06604061483668,122.5313184872587,,,,,,,
377,-91.29287822147232,253.08992393385225,122.53063256666769,,,,,,,
378,-91.14456692482177,253.11948393887022,122.53172689615151,,,,,,,
379,-90.90574362611844,253.16549183272627,122.53803042102932,,,,,,,
380,-90.5297447127537,253.2359762483553,122.55194927072242,,,,,,,
381,-90.06245460693796,253.32148783441042,122.56973134694498,,,,,,,
382,-89.60331066119205,253.40270401832086,122.58436861373511,,,,,,,
383,-89.23715022124846,253.4645041522903,122.59169672416954,,,,,,,
384,-89.00985441118948,253.50126984450614,122.59288251667691,,,,,,,
385,-88.94206113024761,253.51186577487928,122.59007317971327,,,,,,,
386,-88.99783749715645,253.50273820758534,122.5839771736672,,,,,,,
387,-89.11015249085736,253.48439822182723,122.57454669572617,,,,,,,
388,-89.21931109996582,253.46624676929915,122.56289007893783,,,,,,,
389,-89.2858507808739,253.45478183624576,122.55205198757335,,,,,,,
390,-89.28314034324119,253.45460206197708,122.5450444656085,,,,,,,
391,-89.21352908814215,253.46589586754675,122.54291110509898,,,,,,,
392,-89.10571041328113,253.48448439882017,122.54494501632982,,,,,,,
393,-89.05057217226413,253.49454106724758,122.54683105209918,,,,,,,
394,-89.218364911157,253.46515430571367,122.53961221471268,,,,,,,
395,-89.72186349860557,253.37547792843517,122.51697110482313,,,,,,,
396,-90.39522154868172,253.2545378582908,122.48627955883288,,,,,,,
397,-90.93681245653562,253.1558313044551,122.46164068710203,,,,,,,
398,-91.18146860857341,253.10935618216578,122.45074121964672,,,,,,,
399,-91.20212655625892,253.10376187420133,122.45000437920181,,,,,,,
400,-91.12673271707611,253.11747419632005,122.45335376340911,,,,,,,
401,-91.0683508326736,253.12913952637354,122.45578059030119,,,,,,,
402,-91.10740038614401,253.1221753306558,122.45393315267874,,,,,,,
403,-91.2006852603643,253.10393474177505,122.44977388647804,,,,,,,
404,-91.14031075214272,253.11405788401785,122.4522874141156,,,,,,,
405,-90.76377022065186,253.1837936341535,122.46849449234573,,,,,,,
406,-90.20803969353369,253.2874492981481,122.49254581870997,,,,,,,
407,-89.75712653953,253.37137168066127,122.51224235146923,,,,,,,
408,-89.58731244070957,253.4024566827291,122.51982090407527,,,,,,,
409,-89.68215311914435,253.38430327435643,122.5155526793706,,,,,,,
410,-89.95915677495877,253.33279307007285,122.50269030643724,,,,,,,
411,-90.26890290897157,253.2755353421057,122.48806131317885,,,,,,,
412,-90.44786532672568,253.24241302286333,122.47940644177632,,,,,,,
413,-90.44284199472413,253.24306900332567,122.47931681425713,,,,,,,
414,-90.35790086079227,253.25836347572312,122.48298589172123,,,,,,,
415,-90.30739838368143,253.26729456244092,122.48510651860134,,,,,,,
416,-90.31360166273254,253.2657830838858,122.48464780677554,,,,,,,
417,-90.34927845403371,253.2588409386418,122.48287693149999,,,,,,,
418,-90.39260013692082,253.25046753517316,122.48079849296968,,,,,,,
419,-90.43968850059132,253.24134148580987,122.47856816435764,,,,,,,
420,-90.48923683499204,253.23169380609113,122.4762250135227,,,,,,,
421,-90.5341770530723,253.22291450966995,122.47409677569931,,,,,,,
422,-90.56472095214191,253.21692687939205,122.47264290829051,,,,,,,
423,-90.57402047268624,253.21500624296525,122.47215314334474,,,,,,,
424,-90.56028425950221,253.21734795146756,122.472639708892,,,,,,,
425,-90.52607119056727,253.22334635597684,122.47393332569095,,,,,,,
426,-90.48440843163156,253.23058304570472,122.47547923256319,,,,,,,
427,-90.4520347374592,253.23601993006886,122.47659634919792,,,,,,,
428,-90.43703407029409,253.23823596229298,122.47697550809536,,,,,,,
429,-90.43516339468442,253.23809661579085,122.47682988317688,,,,,,,
430,-90.44031355049093,253.2368008491957,122.47644679463777,,,,,,,
431,-90.44940648078318,253.23494294948895,122.47596863006092,,,,,,,
432,-90.46021880510844,253.23292225487586,122.47548740171023,,,,,,,
433,-90.46585144472765,253.23191536662898,122.47525822102337,,,,,,,
434,-90.45384989204713,253.23402875887945,122.47573243171854,,,,,,,
435,-90.41639573778603,253.24056959803644,122.47718829963888,,,,,,,
436,-90.36456335810094,253.2496078952584,122.47920655720314,,,,,,,
437,-90.3171735092143,253.2578897831224,122.48108019093581,,,,,,,
438,-90.28456789377438,253.26363229773767,122.48240461486076,,,,,,,
439,-90.26444837288975,253.2672397693058,122.48323363212681,,,,,,,
440,-90.25103736807388,253.26970803188598,122.48378498672248,,,,,,,
441,-90.23649548144309,253.27235687584732,122.4844662762784,,,,,,,
442,-90.21254257469805,253.27657597186388,122.48569899254078,,,,,,,
443,-90.17309298815987,253.28342790251617,122.48750077067001,,,,,,,
444,-90.11555805655813,253.29343437370468,122.48939097945323,,,,,,,
445,-90.04246804204506,253.30621534537764,122.49092387579108,,,,,,,
446,-89.96977719328699,253.31897422256816,122.49210355581361,,,,,,,
447,-89.91735043650797,253.3281996784474,122.49312500817487,,,,,,,
448,-89.89195317659592,253.33268355752162,122.49404250285343,,,,,,,
449,-89.88356055765375,253.33417537696855,122.49470720035151,,,,,,,
450,-89.88103801763337,253.33462479694313,122.49498866714549,,,,,,,
451,-89.88103851602202,253.3346238092724,122.49495124587952,,,,,,,
452,-89.88346614493729,253.33419684614302,122.49476293311628,,,,,,,
453,-89.88538342542098,253.33386144839554,122.49465968510191,,,,,,,
454,-89.8802876656852,253.3347544765373,122.49491855863452,,,,,,,
455,-89.86459674928139,253.33750624977822,122.4956584069558,,,,,,,
456,-89.84561827710534,253.34085704660413,122.49650733991457,,,,,,,
457,-89.83218912460254,253.3432738549597,122.49704401838632,,,,,,,
458,-89.81419052770939,253.3464698071163,122.4978019489138,,,,,,,
459,-89.76095917093504,253.3556760604551,122.50033053489099,,,,,,,
460,-89.6558207939795,253.37371229015326,122.50537140855351,,,,,,,
461,-89.53629342536229,253.39407292869342,122.51065157693094,,,,,,,
462,-89.4572330828904,253.40728986226986,122.51301775863772,,,,,,,
463,-89.43592016622122,253.4104754445386,122.5118646865928,,,,,,,
464,-89.44330746326291,253.40883331370773,122.50964475197121,,,,,,,
465,-89.44900051793982,253.40773501476673,122.50865664663932,,,,,,,
466,-89.4472747037027,253.40804808429544,122.50886501567093,,,,,,,
467,-89.44343409080889,253.40865618410166,122.50926910026641,,,,,,,
468,-89.44204677741833,253.408719182522,122.50929087601882,,,,,,,
469,-89.4444702526004,253.40812972288413,122.50902092198915,,,,,,,
470,-89.4480461004451,253.40745182959182,122.50877993672658,,,,,,,
471,-89.440805696332,253.40868758158376,122.50913395738829,,,,,,,
472,-89.4103553716616,253.41385532073548,122.51058746515844,,,,,,,
473,-89.36331371527086,253.42178152139962,122.51278049212814,,,,,,,
474,-89.32622029476316,253.42796117910083,122.51446433593699,,,,,,,
475,-89.31694218349637,253.42937426516144,122.51481303494916,,,,,,,
476,-89.31745209704408,253.42910076042017,122.51470222292774,,,,,,,
477,-89.2988609423267,253.4320661001325,122.51551918116282,,,,,,,
478,-89.25555121343717,253.4392412456115,122.51753326788923,,,,,,,
479,-89.20869533829226,253.4470442634737,122.51972878070698,,,,,,,
480,-89.17780773504421,253.45217068969424,122.52117163796721,,,,,,,
481,-89.1625573558352,253.4546766633669,122.52188500633915,,,,,,,
482,-89.15480259238306,253.45594036202164,122.5222636762158,,,,,,,
483,-89.1494769932278,253.456815281893,122.52252734372323,,,,,,,
484,-89.14609505404398,253.45737527921932,122.52265379379503,,,,,,,
485,-89.14482583608819,253.45758481391096,122.52263768875946,,,,,,,
486,-89.14507977222607,253.45754278019882,122.52264741013433,,,,,,,
487,-89.14590086222348,253.4574108367494,122.52284656714531,,,,,,,
488,-89.14622749562555,253.45735939310802,122.52299354769401,,,,,,,
489,-89.14500475218007,253.4575479422154,122.52246741873729,,,,,,,
490,-89.14161580967128,253.4580610309081,122.52096177603092,,,,,,,
491,-89.13662601084376,253.45878704959765,122.51921061445958,,,,,,,
492,-89.13107991632945,253.4595429761313,122.51821552062721,,,,,,,
493,-89.12607850211909,253.46017833973153,122.51820556464162,,,,,,,
494,-89.1226466332928,253.4605944899631,122.51857998377923,,,,,,,
495,-89.12136330048274,253.4607476680436,122.51876694717151,,,,,,,
496,-89.12166192931389,253.46071285996476,122.51870734902607,,,,,,,
497,-89.12252688481911,253.4606110741004,122.51855333702952,,,,,,,
498,-89.12293385941251,253.46056316410903,122.51848122251462,,,,,,,
499,-89.1222555718825,253.46064303282182,122.51860104450293,,,,,,,
